IDCliente,Dependentes,MesesComoCliente,TipoContrato,FormaPagamento,TotalGasto
4328-VUFWD,Nao,39,Anual,BoletoEletronico,2209.15
8681-ICONS,Sim,29,Mensal,BoletoImpresso,654.85
2232-DMLXU,Nao,1,Mensal,BoletoImpresso,55.2
6447-GORXK,Sim,31,Mensal,CartaoCredito,789.2
1777-JYQPJ,Nao,2,Mensal,BoletoImpresso,38.45
6685-GBWJZ,Nao,63,Anual,CartaoCredito,4448.8
3955-JBZZM,Nao,20,Mensal,BoletoEletronico,1641.3
5197-LQXXH,Nao,71,2 anos,CartaoCredito,5894.5
5993-JSUWV,Nao,66,2 anos,DebitoAutomatico,4017.45
2219-MVUSO,Nao,8,Mensal,BoletoImpresso,438.4
3158-MOERK,Nao,2,Mensal,BoletoEletronico,174.8
3594-KADLU,Nao,3,Mensal,BoletoImpresso,101.1
0932-YIXYU,Nao,47,2 anos,CartaoCredito,1029.8
8348-HFYIV,Nao,2,Mensal,BoletoEletronico,90.35
8687-BAFGU,Nao,1,Mensal,BoletoEletronico,74
7353-YOWFP,Nao,7,Anual,BoletoImpresso,129.15
6837-HAEVO,Sim,69,2 anos,BoletoEletronico,7297.75
6734-GMPVK,Nao,5,Mensal,BoletoEletronico,550.6
7602-DBTOU,Nao,71,2 anos,BoletoImpresso,1416.5
9894-EZEWG,Nao,1,Mensal,CartaoCredito,74.3
1670-SVOWZ,Sim,14,Mensal,CartaoCredito,1208.35
9142-XMYJH,Nao,29,Mensal,CartaoCredito,601.6
5893-PYOLZ,Nao,56,2 anos,CartaoCredito,4534.45
3319-DWOEP,Nao,6,Mensal,BoletoEletronico,573.75
9514-JDSKI,Nao,1,Mensal,BoletoEletronico,40.2
7432-FFVAR,Sim,46,Anual,DebitoAutomatico,4236.6
4329-YPDDQ,Nao,20,Mensal,DebitoAutomatico,2203.7
2860-RANUS,Nao,20,Mensal,CartaoCredito,1727.5
8696-JKZNU,Nao,37,Mensal,BoletoEletronico,2841.55
1089-XZWHH,Sim,24,2 anos,BoletoImpresso,494.05
4831-EOBFE,Sim,29,Mensal,CartaoCredito,2649.15
4423-YLHDV,Nao,21,Mensal,DebitoAutomatico,2200.25
5449-FIBXJ,Sim,19,Mensal,BoletoEletronico,2012.7
8144-DGHXP,Nao,54,2 anos,BoletoEletronico,4299.95
6598-RFFVI,Nao,2,Anual,CartaoCredito,28.3
3096-JRDSO,Nao,27,Mensal,DebitoAutomatico,2867.75
5862-BRIXZ,Nao,46,2 anos,DebitoAutomatico,2893.4
1057-FOGLZ,Nao,18,Mensal,BoletoImpresso,391.7
9371-BITHB,Sim,52,2 anos,BoletoImpresso,1070.5
4580-TMHJU,Sim,43,Mensal,BoletoEletronico,2499.3
0178-CIIKR,Nao,3,Mensal,BoletoImpresso,58
9348-YVOMK,Nao,4,Mensal,CartaoCredito,176.2
8417-FMLZI,Sim,6,Mensal,CartaoCredito,477.55
6851-WEFYX,Nao,35,Mensal,BoletoEletronico,3437.5
8181-YHCMF,Sim,68,2 anos,CartaoCredito,4109
7548-SEPYI,Nao,5,Mensal,BoletoEletronico,512.45
0374-IOEGQ,Nao,3,Mensal,BoletoEletronico,122.7
0581-BXBUB,Nao,4,Mensal,BoletoEletronico,317.75
9350-ZXYJC,Nao,4,2 anos,CartaoCredito,116.95
8642-GVWRF,Nao,2,Mensal,DebitoAutomatico,165
2931-SVLTV,Sim,40,Mensal,CartaoCredito,4469.1
5183-SNMJQ,Nao,10,Mensal,CartaoCredito,865.1
7278-CKDNC,Nao,24,Mensal,BoletoEletronico,2088.45
8024-XNAFQ,Nao,72,2 anos,DebitoAutomatico,7748.75
5480-TBGPH,Nao,24,Mensal,CartaoCredito,2431.35
7301-ABVAD,Nao,72,2 anos,DebitoAutomatico,6350.5
4678-DVQEO,Nao,1,Mensal,BoletoEletronico,52.2
9415-DPEWS,Nao,18,Mensal,BoletoEletronico,1639.3
3748-FVMZZ,Nao,4,Mensal,BoletoEletronico,162.45
5281-BUZGT,Nao,36,Mensal,BoletoEletronico,3186.7
5879-SESNB,Nao,11,Mensal,BoletoEletronico,888.65
1820-TQVEV,Nao,1,Mensal,BoletoEletronico,69.55
9003-CPATH,Nao,42,Mensal,BoletoEletronico,3313.4
1268-ASBGA,Nao,16,Mensal,CartaoCredito,1375.15
6655-LHBYW,Nao,50,Anual,CartaoCredito,5791.1
9227-LUNBG,Nao,1,Mensal,BoletoEletronico,24.6
9418-RUKPH,Sim,38,2 anos,BoletoImpresso,756.4
0537-QYZZN,Sim,24,Mensal,BoletoEletronico,1857.75
8734-FNWVH,Sim,31,Mensal,DebitoAutomatico,1825.5
4801-KFYKL,Sim,8,Mensal,DebitoAutomatico,159.2
8327-LZKAS,Nao,43,Anual,BoletoEletronico,4533.9
4188-PCPIG,Nao,57,2 anos,CartaoCredito,4124.65
1843-TLSGD,Sim,13,2 anos,BoletoImpresso,272.35
6906-MPARY,Nao,40,Anual,CartaoCredito,3488.15
6082-OQFBA,Sim,23,Anual,BoletoImpresso,436.9
3544-FBCAS,Sim,72,2 anos,CartaoCredito,5959.3
8034-RYTVV,Nao,55,Anual,CartaoCredito,4589.85
7130-YXBRO,Nao,48,Mensal,DebitoAutomatico,5315.1
1157-BQCUW,Nao,1,Mensal,BoletoEletronico,74.95
9445-SZLCH,Sim,36,Mensal,DebitoAutomatico,3457.9
1399-UBQIU,Nao,11,Mensal,BoletoEletronico,712.25
4912-PIGUY,Nao,1,Mensal,BoletoEletronico,84.6
1323-OOEPC,Nao,53,Mensal,CartaoCredito,5149.5
3181-VTHOE,Nao,70,Anual,DebitoAutomatico,3635.15
8272-ONJLV,Nao,12,Anual,BoletoEletronico,1184
3647-GMGDH,Nao,22,Mensal,CartaoCredito,1914.9
1303-SRDOK,Sim,55,2 anos,CartaoCredito,3842.6
7361-YPXFS,Nao,28,Mensal,DebitoAutomatico,1867.6
3359-DSRKA,Sim,58,2 anos,BoletoImpresso,1158.85
6746-WAUWT,Nao,19,Anual,CartaoCredito,386.5
4659-NZRUF,Nao,19,Mensal,BoletoEletronico,1789.25
9518-IMLHK,Nao,31,Mensal,DebitoAutomatico,2156.25
3374-LXDEV,Nao,13,Mensal,BoletoEletronico,1132.35
5356-RHIPP,Nao,1,Mensal,BoletoImpresso,20.2
1122-JWTJW,Sim,1,Mensal,BoletoImpresso,70.65
0650-BWOZN,Nao,18,Mensal,BoletoEletronico,1359.45
5546-QUERU,Nao,13,Anual,BoletoImpresso,257
8610-ZIKJJ,Sim,2,Anual,BoletoImpresso,31.9
8590-YFFQO,Nao,70,2 anos,CartaoCredito,4523.25
2428-HYUNX,Nao,44,2 anos,CartaoCredito,847.25
7219-TLZHO,Sim,4,Mensal,BoletoImpresso,62.9
2649-HWLYB,Nao,65,2 anos,DebitoAutomatico,4929.55
8065-QBYTO,Nao,71,Anual,CartaoCredito,7181.25
8259-DZLIZ,Sim,64,Anual,DebitoAutomatico,3399.85
3348-CFRNX,Nao,28,Mensal,BoletoImpresso,2602.9
8245-UMPYT,Nao,16,Mensal,BoletoEletronico,1581.2
1555-DJEQW,Sim,70,2 anos,DebitoAutomatico,7723.9
7776-QGYJC,Sim,39,Mensal,DebitoAutomatico,3107.3
2828-SLQPF,Nao,19,Mensal,DebitoAutomatico,865.85
3170-GWYKC,Nao,60,Mensal,DebitoAutomatico,6236.75
1710-RCXUS,Nao,51,Anual,CartaoCredito,4614.55
2673-CXQEU,Nao,56,Anual,BoletoEletronico,6139.5
3838-OZURD,Nao,66,Mensal,CartaoCredito,7133.25
4859-ZSRDZ,Sim,58,2 anos,CartaoCredito,3166.9
5795-BKOYE,Sim,69,Anual,DebitoAutomatico,4134.7
2851-MMUTZ,Nao,27,Mensal,BoletoImpresso,1439.35
9752-ZNQUT,Nao,1,Mensal,BoletoEletronico,48.6
6972-SNKKW,Nao,6,Mensal,BoletoImpresso,109.2
1329-VHWNP,Nao,7,Mensal,DebitoAutomatico,189.95
3999-QGRJH,Nao,8,Mensal,BoletoEletronico,560.85
3466-BYAVD,Sim,15,Mensal,BoletoImpresso,1071.4
4568-TTZRT,Nao,9,Mensal,BoletoImpresso,181.8
4672-FOTSD,Nao,12,Mensal,BoletoEletronico,832.3
8851-RAGOV,Nao,25,Mensal,BoletoImpresso,1837.7
0256-LTHVJ,Sim,28,Mensal,BoletoEletronico,2227.1
5278-PNYOX,Nao,49,2 anos,CartaoCredito,4917.75
3132-TVFDZ,Nao,57,Mensal,BoletoEletronico,2572.95
6924-TDGMT,Nao,11,Anual,BoletoImpresso,184.95
2824-MYYBN,Sim,37,Mensal,BoletoEletronico,3314.15
4289-DTDKW,Nao,40,Mensal,BoletoEletronico,4113.1
0017-DINOC,Nao,54,2 anos,CartaoCredito,2460.55
4536-PLEQY,Nao,12,Mensal,CartaoCredito,999.8
6402-EJMWF,Nao,4,Mensal,BoletoImpresso,238.5
1442-OKRJE,Sim,66,Anual,DebitoAutomatico,7031.3
1459-QNFQT,Sim,70,2 anos,DebitoAutomatico,4144.8
6996-KNSML,Nao,1,Mensal,BoletoEletronico,74.9
2239-JALAW,Nao,58,Anual,DebitoAutomatico,6017.65
3452-ABWRL,Nao,47,Mensal,CartaoCredito,3865.6
9231-ZJYAM,Nao,4,Mensal,BoletoEletronico,292.8
7153-CHRBV,Sim,57,Anual,BoletoImpresso,3274.35
6833-JMZYP,Nao,15,Mensal,CartaoCredito,1505.45
5666-CYCYZ,Nao,24,Mensal,BoletoEletronico,2259.35
4425-OWHWB,Nao,20,Anual,CartaoCredito,433.75
1543-LLLFT,Nao,61,Anual,BoletoImpresso,6066.55
6581-NQCBA,Nao,16,Mensal,BoletoEletronico,810.2
8152-VETUR,Nao,72,2 anos,CartaoCredito,6869.7
9796-MVYXX,Nao,14,2 anos,BoletoImpresso,692.35
2842-JTCCU,Nao,2,Mensal,DebitoAutomatico,80.35
0595-ITUDF,Sim,64,Mensal,BoletoEletronico,5960.5
0219-QAERP,Nao,30,Anual,CartaoCredito,576.65
8226-BXGES,Nao,64,Anual,DebitoAutomatico,5692.65
3090-HAWSU,Nao,61,2 anos,CartaoCredito,6876.05
1136-XGEQU,Sim,50,Anual,CartaoCredito,4164.4
6732-FZUGP,Nao,47,Anual,CartaoCredito,4615.25
3401-URHDA,Nao,51,Anual,CartaoCredito,3043.6
0365-TRTPY,Nao,37,Mensal,DebitoAutomatico,3382.3
4654-DLAMQ,Nao,64,Anual,DebitoAutomatico,6430.9
8847-GEOOQ,Nao,60,Mensal,DebitoAutomatico,3582.4
3030-ZKIWL,Nao,1,Mensal,BoletoImpresso,20.05
6727-IOTLZ,Nao,14,2 anos,BoletoImpresso,1181.75
6960-HVYXR,Nao,1,Mensal,BoletoEletronico,76
0378-NHQXU,Sim,17,Mensal,BoletoEletronico,1460.65
0565-JUPYD,Nao,63,Anual,CartaoCredito,6590.8
4625-XMOYM,Sim,72,2 anos,DebitoAutomatico,1988.05
7663-ZTEGJ,Sim,29,Anual,CartaoCredito,2830.45
1402-PTHGN,Sim,18,Anual,BoletoImpresso,1087.45
7657-DYEPJ,Nao,38,Anual,CartaoCredito,2497.35
3523-BRGUW,Nao,26,Anual,CartaoCredito,504.2
0100-DUVFC,Nao,70,Anual,BoletoEletronico,7308.95
2026-TGDHM,Nao,7,Mensal,BoletoEletronico,523.15
9746-UGFAC,Nao,22,Anual,DebitoAutomatico,450.65
1042-HFUCW,Sim,25,Anual,CartaoCredito,1266.35
1153-GNOLC,Nao,33,Anual,BoletoEletronico,1309
0576-WNXXC,Nao,27,Mensal,BoletoEletronico,2510.2
6906-ANDWJ,Sim,15,Mensal,DebitoAutomatico,1107.25
1022-RKXDR,Nao,41,Anual,BoletoImpresso,962.25
7123-WQUHX,Nao,38,Anual,DebitoAutomatico,3605.6
5857-TYBCJ,Nao,44,Mensal,BoletoEletronico,4040.2
7729-XBTWX,Sim,66,2 anos,BoletoImpresso,1344.5
3978-YNKDD,Sim,19,2 anos,CartaoCredito,467.5
9170-CCKOU,Nao,17,Mensal,CartaoCredito,1454.15
1475-VWVDO,Nao,7,Mensal,BoletoEletronico,490.55
7108-DGVUU,Nao,21,Anual,DebitoAutomatico,1497.05
2533-QVMSK,Nao,61,2 anos,BoletoEletronico,5638.3
7339-POGZN,Nao,4,Mensal,BoletoEletronico,214.55
6848-YLDFR,Sim,58,Anual,CartaoCredito,4300.8
2898-LSJGD,Sim,21,Anual,BoletoEletronico,1157.05
3507-GASNP,Sim,60,2 anos,BoletoImpresso,1189.9
7799-LGRDP,Nao,43,2 anos,CartaoCredito,1188.2
5373-SFODM,Nao,36,Mensal,CartaoCredito,3132.75
7733-UDMTP,Nao,57,Mensal,BoletoEletronico,3094.05
2801-NISEI,Nao,24,Mensal,BoletoEletronico,1348.5
4378-MYPGO,Sim,68,2 anos,DebitoAutomatico,7173.15
0129-KPTWJ,Nao,72,Mensal,BoletoEletronico,6747.35
0373-AIVNJ,Nao,9,Anual,BoletoImpresso,373
8414-OOEEL,Sim,66,2 anos,CartaoCredito,5196.1
8541-QVFKM,Nao,8,Mensal,BoletoEletronico,632.2
2931-XIQBR,Sim,50,Anual,BoletoImpresso,5153.5
5652-MSDEY,Nao,10,Mensal,BoletoImpresso,777.3
2586-CWXVV,Nao,54,Mensal,BoletoEletronico,1621.35
8058-INTPH,Nao,1,Mensal,BoletoEletronico,79.65
2798-NYLMZ,Nao,71,2 anos,CartaoCredito,7616
0880-TKATG,Sim,4,Mensal,BoletoEletronico,385.9
9342-VNIMQ,Nao,33,Mensal,DebitoAutomatico,1665.2
7779-LGOVN,Nao,10,Mensal,BoletoEletronico,856.65
2192-CKRLV,Nao,72,2 anos,BoletoEletronico,3580.95
6982-UQZLY,Nao,1,Mensal,BoletoImpresso,20.85
8441-SHIPE,Nao,67,2 anos,DebitoAutomatico,1790.35
8212-CRQXP,Nao,22,Mensal,CartaoCredito,1706.45
3009-JWMPU,Nao,62,Anual,BoletoEletronico,6125.4
0623-IIHUG,Nao,21,Mensal,BoletoEletronico,840.1
2632-IVXVF,Sim,68,2 anos,CartaoCredito,7511.3
0655-RBDUG,Nao,7,Mensal,DebitoAutomatico,713
1867-TJHTS,Nao,58,Mensal,DebitoAutomatico,4526.85
0027-KWYKW,Sim,23,Mensal,BoletoEletronico,1849.95
1131-QQZEB,Nao,71,2 anos,DebitoAutomatico,1756.2
5651-CRHKQ,Nao,41,Anual,DebitoAutomatico,3339.05
1371-DWPAZ,Sim,0,2 anos,CartaoCredito, 
1194-BHJYC,Nao,61,2 anos,BoletoImpresso,3778.85
0572-ZJKLT,Sim,46,2 anos,BoletoImpresso,4630.2
2928-HLDBA,Nao,6,Mensal,BoletoImpresso,112.75
2645-QTLMB,Nao,7,Mensal,BoletoEletronico,669
0491-KAPQG,Nao,21,Mensal,BoletoEletronico,1558.7
3793-MMFUH,Nao,13,Mensal,BoletoEletronico,1290
0578-SKVMF,Sim,22,Mensal,BoletoEletronico,1845.9
1025-FALIX,Nao,26,Mensal,CartaoCredito,1815.65
7880-XSOJX,Nao,4,Mensal,BoletoImpresso,146.4
5799-JRCZO,Sim,63,2 anos,CartaoCredito,1215.1
0495-ZBNGW,Nao,5,Mensal,DebitoAutomatico,343.95
9970-QBCDA,Nao,6,Mensal,CartaoCredito,129.55
7271-AJDTL,Nao,55,Mensal,CartaoCredito,5073.1
7833-PKIHD,Sim,51,Anual,DebitoAutomatico,3966.3
5791-KAJFD,Sim,56,Anual,DebitoAutomatico,3808
8499-BRXTD,Nao,18,Anual,BoletoImpresso,401.85
0853-TWRVK,Nao,72,2 anos,DebitoAutomatico,7581.5
4456-RHSNB,Sim,19,Mensal,DebitoAutomatico,962.9
9809-IMGCQ,Nao,22,Mensal,BoletoEletronico,2082.95
2073-QBVBI,Nao,41,Anual,BoletoImpresso,1391.65
1257-SXUXQ,Sim,5,Mensal,BoletoImpresso,86.05
6169-PGNCD,Nao,57,2 anos,CartaoCredito,4166.35
2692-BUCFV,Nao,29,Mensal,DebitoAutomatico,2948.6
1644-IRKSF,Sim,33,Anual,BoletoEletronico,3124.5
1304-SEGFY,Nao,72,2 anos,BoletoEletronico,6841.3
9777-WJJPR,Nao,31,Mensal,CartaoCredito,2683.2
5732-IKGQH,Nao,52,Anual,DebitoAutomatico,5481.25
1757-TCATG,Sim,35,Anual,DebitoAutomatico,746.75
8314-HTWVE,Sim,7,2 anos,BoletoImpresso,144.15
2087-QAREY,Nao,22,Mensal,BoletoImpresso,1178.75
4229-CZMLL,Nao,6,Mensal,BoletoEletronico,469.8
4940-KHCWD,Nao,60,2 anos,DebitoAutomatico,2288.7
1834-WULEG,Sim,24,Anual,BoletoImpresso,439.75
6360-SVNWV,Nao,31,Mensal,CartaoCredito,2094.65
5226-NOZFC,Nao,26,Mensal,BoletoEletronico,2146.5
1062-LHZOD,Sim,1,Mensal,BoletoImpresso,69.9
1106-HRLKZ,Sim,40,2 anos,BoletoImpresso,808.95
7094-MSZAO,Sim,10,Mensal,CartaoCredito,218.5
0613-WUXUM,Sim,70,2 anos,BoletoImpresso,1401.4
8806-EAGWC,Nao,3,Mensal,BoletoImpresso,159.15
6769-DYBQN,Nao,46,Mensal,BoletoEletronico,3969.4
2408-TZMJL,Nao,59,Anual,BoletoEletronico,6448.05
1996-DBMUS,Nao,48,Mensal,DebitoAutomatico,3545.05
6323-AYBRX,Nao,59,2 anos,BoletoImpresso,1099.6
1432-FPAXX,Nao,29,Mensal,BoletoEletronico,856.35
4160-AMJTL,Nao,8,Mensal,BoletoEletronico,164.3
3352-RICWQ,Sim,9,2 anos,BoletoImpresso,210.65
2680-XKKNJ,Nao,8,Anual,DebitoAutomatico,469.25
8182-BJDSI,Nao,28,Mensal,BoletoEletronico,2625.55
1389-WNUIB,Sim,20,Anual,DebitoAutomatico,1588.75
4612-THJBS,Nao,56,Anual,DebitoAutomatico,5510.65
1530-ZTDOZ,Nao,49,Mensal,DebitoAutomatico,2070.75
5842-POCOP,Nao,5,Mensal,BoletoImpresso,454.15
9492-TOKRI,Nao,18,Mensal,CartaoCredito,1527.35
0795-LAFGP,Sim,71,2 anos,BoletoEletronico,6668.05
0611-DFXKO,Nao,20,Mensal,BoletoImpresso,1820.45
8035-BUYVG,Nao,40,Anual,BoletoEletronico,1716.45
6620-JDYNW,Nao,18,Mensal,BoletoImpresso,1156.35
8590-OHDIW,Sim,38,Anual,BoletoImpresso,749.35
5897-ZYEKH,Nao,67,Anual,BoletoEletronico,7112.15
5084-OOVCJ,Sim,17,Mensal,CartaoCredito,920.5
1740-CSDJP,Nao,1,Mensal,DebitoAutomatico,35.25
2696-RZVZW,Nao,68,2 anos,CartaoCredito,1629.2
9450-TRJUU,Nao,35,Mensal,BoletoEletronico,2848.45
4581-SSPWD,Nao,3,Mensal,BoletoEletronico,246.3
4813-HQMGZ,Nao,8,Mensal,BoletoEletronico,743.75
4903-CNOZC,Nao,29,Anual,CartaoCredito,1964.6
0822-GAVAP,Nao,2,Mensal,BoletoEletronico,62.25
3055-OYMSE,Nao,53,Mensal,CartaoCredito,4003.85
7242-QZLXF,Sim,1,Mensal,BoletoEletronico,25.3
8325-QRPZR,Nao,7,Mensal,BoletoEletronico,525
7874-ECPQJ,Sim,4,Mensal,DebitoAutomatico,85.5
2476-YGEFM,Nao,29,Mensal,CartaoCredito,2215.25
2276-YDAVZ,Nao,3,Mensal,CartaoCredito,270.7
0661-XEYAN,Nao,1,Mensal,BoletoImpresso,25.8
1397-XKKWR,Nao,7,Anual,BoletoImpresso,264.8
9249-FXSCK,Nao,52,Anual,CartaoCredito,5916.45
4718-WXBGI,Sim,72,2 anos,CartaoCredito,6614.9
0486-HECZI,Nao,55,Mensal,BoletoEletronico,5238.9
7291-CDTMJ,Nao,1,Mensal,DebitoAutomatico,19.65
7196-LIWRH,Nao,6,2 anos,BoletoImpresso,124.45
0625-AFOHS,Sim,29,2 anos,BoletoImpresso,558.8
5656-MJEFC,Sim,42,2 anos,CartaoCredito,2032.3
5640-CAXOA,Nao,30,Anual,CartaoCredito,1187.05
3946-MHCZW,Nao,1,Mensal,BoletoImpresso,50.9
8374-UULRV,Nao,72,2 anos,CartaoCredito,6309.65
2108-YKQTY,Nao,4,Mensal,CartaoCredito,151.3
2862-PFNIK,Sim,1,Mensal,BoletoEletronico,24.7
2856-HYAPG,Nao,1,Mensal,BoletoEletronico,68.65
3707-GNWHM,Nao,1,Mensal,BoletoImpresso,74.25
2363-BJLSL,Nao,62,Mensal,DebitoAutomatico,4981.15
3663-MITLP,Nao,15,Mensal,BoletoEletronico,1457.25
3373-YZZYM,Sim,1,Mensal,BoletoImpresso,19.2
5848-FHRFC,Nao,68,2 anos,DebitoAutomatico,1386.9
0840-DFEZH,Nao,7,Mensal,BoletoEletronico,564.65
5879-HMFFH,Nao,72,2 anos,DebitoAutomatico,6520.8
4723-BEGSG,Nao,72,2 anos,CartaoCredito,6094.25
3976-BWUCK,Nao,30,Mensal,CartaoCredito,2804.45
7120-RFMVS,Nao,1,Mensal,BoletoEletronico,84.5
8292-FRFZQ,Nao,39,Anual,DebitoAutomatico,1700.9
9480-BQJEI,Nao,62,Anual,DebitoAutomatico,5731.45
4350-ZTLPI,Nao,53,Anual,DebitoAutomatico,5718.2
3763-GCZHZ,Nao,66,Anual,BoletoEletronico,6890
1658-XUHBX,Sim,59,Mensal,CartaoCredito,5348.65
2507-QZPQS,Nao,15,Mensal,BoletoEletronico,1451.1
0564-JJHGS,Nao,9,Mensal,BoletoEletronico,829.1
9750-BOOHV,Nao,32,Anual,BoletoImpresso,927.65
8773-HHUOZ,Sim,17,Mensal,BoletoImpresso,1093.1
1335-MXCSE,Sim,55,2 anos,CartaoCredito,3119.9
6029-CSMJE,Nao,17,Mensal,BoletoImpresso,440.2
8707-RMEZH,Nao,69,Anual,CartaoCredito,6055.55
0771-CHWSK,Nao,66,2 anos,CartaoCredito,4798.4
3703-KBKZP,Nao,16,Mensal,DebitoAutomatico,1261.35
9477-LGWQI,Sim,70,2 anos,CartaoCredito,5600.15
4893-GYUJU,Nao,50,Anual,BoletoImpresso,1033
2393-DIVAI,Nao,3,Mensal,BoletoImpresso,61.7
0872-JCPIB,Nao,17,Mensal,DebitoAutomatico,1111.2
9909-IDLEK,Sim,20,Mensal,BoletoImpresso,1826.7
4086-WITJG,Sim,71,2 anos,CartaoCredito,1301.1
2874-YXVVA,Nao,34,Mensal,BoletoEletronico,3634.8
0057-QBUQH,Sim,43,2 anos,BoletoEletronico,1070.15
4676-MQUEA,Nao,50,Anual,DebitoAutomatico,5265.5
0580-PIQHM,Sim,41,Anual,DebitoAutomatico,3930.55
5243-SAOTC,Nao,54,Mensal,DebitoAutomatico,4308.25
8347-GDTMP,Nao,64,2 anos,CartaoCredito,1225.65
5012-YSPJJ,Sim,31,Mensal,BoletoImpresso,1647
5288-AHOUP,Nao,11,Mensal,BoletoEletronico,874.2
7488-MXJIV,Nao,4,Mensal,BoletoEletronico,321.65
9867-XOBQA,Sim,21,2 anos,BoletoImpresso,1183.2
2511-ALLCS,Sim,35,2 anos,DebitoAutomatico,821.6
5578-NKCXI,Sim,58,Anual,CartaoCredito,5846.65
1223-UNPKS,Sim,20,2 anos,BoletoImpresso,400
9087-EYCPR,Nao,60,2 anos,BoletoImpresso,1505.05
5924-SNGKP,Sim,41,Anual,CartaoCredito,865
1101-SSWAG,Nao,15,Mensal,BoletoEletronico,711.15
0082-LDZUE,Nao,1,Mensal,BoletoImpresso,44.3
2003-CKLOR,Nao,66,Mensal,BoletoEletronico,6710.5
0679-IDSTG,Sim,1,Mensal,BoletoEletronico,69.25
7729-JTEEC,Sim,2,Mensal,BoletoEletronico,90.05
1550-LOAHA,Nao,32,Mensal,DebitoAutomatico,2585.95
8336-TAVKX,Nao,72,2 anos,DebitoAutomatico,5682.25
9114-VEPUF,Nao,62,Anual,BoletoEletronico,6001.45
2688-BHGOG,Nao,9,Mensal,BoletoEletronico,718.55
2038-OEQZH,Nao,4,Mensal,BoletoEletronico,308.1
4767-HZZHQ,Sim,30,Mensal,DebitoAutomatico,2570.2
0093-XWZFY,Nao,40,Mensal,CartaoCredito,4036.85
5519-TEEUH,Sim,33,Anual,BoletoImpresso,682.15
1088-CNNKB,Nao,63,Anual,CartaoCredito,5040.2
1813-JLKWR,Sim,64,Anual,DebitoAutomatico,1336.65
4566-NECEV,Nao,5,Mensal,BoletoEletronico,500.1
1009-IRMNA,Nao,7,Mensal,DebitoAutomatico,137.6
7410-OIEDU,Nao,10,Mensal,BoletoImpresso,887.35
7549-MYGPK,Sim,63,Mensal,BoletoEletronico,6215.35
0056-EPFBG,Sim,20,2 anos,CartaoCredito,825.4
5032-USPKF,Nao,38,Anual,DebitoAutomatico,3187.65
6723-WSNTY,Nao,66,Anual,CartaoCredito,7181.95
1195-OIYEJ,Nao,13,Mensal,BoletoEletronico,1135.7
7964-YESJC,Nao,24,Mensal,BoletoImpresso,1559.45
5995-SNNEW,Nao,23,Mensal,BoletoEletronico,2184.85
9904-EHEVJ,Sim,32,Mensal,BoletoImpresso,2896.55
7876-AEHIG,Sim,51,Anual,DebitoAutomatico,3077
4933-BSAIP,Nao,40,2 anos,BoletoImpresso,780.1
2978-XXSOG,Nao,22,Mensal,BoletoImpresso,1253.5
2585-KTFRE,Sim,1,Mensal,DebitoAutomatico,70.45
4847-TAJYI,Nao,6,Mensal,BoletoEletronico,567.8
6141-OOXUQ,Nao,1,Mensal,BoletoImpresso,19.65
8189-DUKMV,Nao,4,Anual,DebitoAutomatico,79.05
7752-XUSCI,Nao,60,Mensal,BoletoEletronico,6396.45
4334-HOWRP,Nao,72,2 anos,CartaoCredito,4546
4445-KWOKW,Nao,42,Anual,DebitoAutomatico,2421.6
0541-FITGH,Nao,2,Mensal,BoletoImpresso,113.1
8039-EQPIM,Nao,69,2 anos,DebitoAutomatico,4055.5
6474-FVJLC,Nao,2,Mensal,BoletoEletronico,165.45
3776-EKTKM,Nao,1,Mensal,BoletoEletronico,36.45
7036-ZZKBD,Nao,31,Mensal,CartaoCredito,2019.8
6696-YDAYZ,Sim,16,2 anos,BoletoImpresso,290.55
6040-CGACY,Nao,15,Mensal,BoletoImpresso,299.4
3006-XIMLN,Sim,2,Mensal,DebitoAutomatico,193.8
7668-XCFYV,Nao,17,Mensal,BoletoEletronico,1614.7
6101-IMRMM,Sim,6,Mensal,BoletoImpresso,575.45
7839-NUIAA,Sim,61,Mensal,BoletoEletronico,3641.5
7302-ZHMHP,Nao,1,Mensal,BoletoImpresso,19.15
7661-CPURM,Nao,19,Anual,CartaoCredito,1725.95
5583-EJXRD,Sim,44,2 anos,CartaoCredito,2375.2
7055-JCGNI,Nao,70,2 anos,CartaoCredito,7795.95
8946-BFWSG,Sim,63,2 anos,BoletoImpresso,1573.05
7636-PEPNS,Sim,58,Anual,BoletoImpresso,2413.05
7619-PLRLP,Nao,53,Anual,DebitoAutomatico,3833.95
2478-EEWWM,Nao,59,Mensal,BoletoEletronico,2666.75
6305-YLBMM,Nao,69,Anual,DebitoAutomatico,7262
4429-WYGFR,Nao,26,Mensal,DebitoAutomatico,1237.3
6064-PUPMC,Sim,23,Anual,CartaoCredito,1423.35
1097-FSPVW,Nao,42,Mensal,CartaoCredito,2455.05
9058-CBREO,Nao,1,Mensal,BoletoImpresso,50.55
9239-ZBZZV,Nao,6,Mensal,BoletoEletronico,305.1
9084-OAYKL,Nao,58,2 anos,BoletoImpresso,1212.25
5299-SJCZT,Nao,3,Mensal,DebitoAutomatico,298.35
5231-FIQPA,Nao,41,2 anos,BoletoImpresso,810.45
7670-ZBPOQ,Nao,58,Anual,DebitoAutomatico,3478.75
8749-JMNKX,Nao,51,Mensal,DebitoAutomatico,4750.95
2067-QYTCF,Nao,64,Mensal,BoletoEletronico,6953.4
